temperature,humidity,vibration,current,status
70.6,53.9,3869,6.657,FAULT
33.9,92.0,2198,9.375,WARNING
45.6,41.3,2668,1.772,NORMAL
38.9,72.4,1943,7.312,NORMAL
73.1,98.1,1579,2.546,NORMAL
58.4,69.5,621,9.089,WARNING
54.8,73.9,941,5.087,NORMAL
69.4,70.0,1007,9.735,WARNING
44.7,87.9,3764,5.526,WARNING
57.3,78.3,1415,5.446,NORMAL
46.4,51.7,1589,7.84,NORMAL
44.9,93.7,3342,4.018,WARNING
61.0,69.2,3682,5.29,WARNING
41.9,44.9,1375,4.128,NORMAL
54.5,57.4,3223,4.883,WARNING
65.6,73.8,1347,3.778,NORMAL
32.0,74.4,3506,5.794,NORMAL
37.4,42.0,1413,7.738,NORMAL
27.7,88.0,3317,9.012,WARNING
67.2,49.4,1888,2.748,WARNING
30.6,46.3,2396,2.592,NORMAL
79.9,41.4,2054,1.033,NORMAL
45.5,85.4,2710,6.5,WARNING
65.0,82.4,1486,0.588,NORMAL
65.0,50.2,2057,6.274,WARNING
41.5,69.0,3070,9.829,WARNING
78.9,49.9,621,6.198,WARNING
74.5,79.7,4003,8.586,FAULT
64.9,71.0,1267,5.88,NORMAL
64.9,52.2,2113,4.597,WARNING
43.2,81.0,3711,7.981,WARNING
59.6,55.4,1633,7.907,NORMAL
72.2,40.1,1989,9.05,WARNING
66.6,97.8,954,7.466,NORMAL
67.7,97.1,2257,9.162,FAULT
24.0,85.4,2971,9.064,WARNING
28.0,93.3,880,1.627,NORMAL
58.5,60.6,631,6.621,NORMAL
50.9,64.2,629,0.615,NORMAL
44.2,43.4,4085,8.752,WARNING
42.8,86.8,2406,6.637,WARNING
49.7,43.7,608,6.918,NORMAL
37.0,74.2,2437,9.094,WARNING
24.4,74.0,813,7.167,NORMAL
70.8,91.9,3686,8.965,FAULT
46.2,64.4,1121,7.637,NORMAL
78.0,86.1,2658,4.777,WARNING
71.1,52.6,3113,6.246,WARNING
48.1,96.0,1984,8.059,FAULT
23.4,77.8,965,1.489,NORMAL
45.2,69.9,2595,1.349,NORMAL
50.9,43.7,2361,2.0,NORMAL
27.6,92.2,1484,1.118,NORMAL
70.0,79.4,2811,7.005,WARNING
29.5,51.9,4080,4.551,FAULT
65.9,45.3,990,7.441,WARNING
71.4,48.6,950,0.968,NORMAL
73.7,80.4,3553,0.742,WARNING
41.2,75.2,3414,7.497,WARNING
76.5,92.9,1756,8.913,FAULT
74.4,67.6,3339,6.798,FAULT
71.5,79.8,2716,5.402,WARNING
56.2,93.9,1223,8.178,WARNING
39.2,95.2,1878,6.434,WARNING
66.2,92.9,3186,5.887,FAULT
78.4,88.0,1719,2.536,NORMAL
75.1,72.6,1334,0.758,NORMAL
63.9,76.2,569,7.749,WARNING
33.8,64.4,3023,2.784,NORMAL
33.5,49.9,1434,3.822,NORMAL
62.2,46.3,2379,8.471,WARNING
51.7,95.6,2949,4.732,WARNING
79.6,99.2,4094,4.149,FAULT
79.8,76.0,3547,9.627,FAULT
35.8,94.1,3695,9.606,FAULT
75.9,71.4,3083,4.747,WARNING
73.9,46.5,3175,9.994,FAULT
68.2,89.7,2585,3.516,WARNING
29.8,55.7,1684,5.354,NORMAL
51.9,47.5,2415,6.365,WARNING
29.4,78.6,3220,5.878,NORMAL
72.6,51.4,3711,2.727,WARNING
30.4,94.6,3538,2.183,WARNING
58.2,57.7,1576,9.428,WARNING
57.6,64.1,2687,7.341,WARNING
37.6,45.8,3918,4.11,WARNING
63.2,98.1,2987,1.214,WARNING
60.6,54.7,1725,1.668,NORMAL
74.0,68.1,2890,5.181,WARNING
54.5,70.1,2604,7.955,WARNING
43.5,73.2,3242,3.381,NORMAL
39.0,92.6,1972,9.548,WARNING
38.0,61.3,1866,9.036,WARNING
34.5,86.6,3311,7.778,WARNING
41.2,48.9,2645,8.129,WARNING
30.7,62.2,4052,3.108,NORMAL
54.4,57.2,2534,7.219,WARNING
22.0,75.4,1401,8.409,NORMAL
28.5,87.9,3583,4.878,WARNING
75.1,41.6,2368,1.88,NORMAL
40.8,41.2,3127,7.343,WARNING
21.5,50.2,3633,8.397,WARNING
30.1,89.6,3179,5.025,NORMAL
47.9,59.2,3778,4.239,WARNING
62.6,73.9,2579,4.744,WARNING
41.3,76.2,1881,4.261,NORMAL
68.8,87.3,2960,1.032,WARNING
60.8,51.8,976,8.444,WARNING
35.8,76.6,2786,9.045,WARNING
61.8,96.2,3530,4.377,FAULT
57.8,56.8,1359,5.181,NORMAL
45.6,96.0,1721,6.822,WARNING
54.5,59.2,1030,0.572,NORMAL
66.8,61.8,1795,7.795,WARNING
41.2,84.8,1017,1.132,NORMAL
21.2,92.7,3297,7.591,WARNING
74.6,77.5,2880,5.088,WARNING
50.5,63.1,2938,7.118,WARNING
29.8,97.0,3780,9.297,FAULT
67.2,80.1,3295,1.89,WARNING
59.9,77.9,2094,0.518,NORMAL
34.2,89.0,647,1.414,NORMAL
58.7,74.0,2041,5.113,NORMAL
76.0,52.2,1490,4.271,NORMAL
30.0,42.6,4008,5.979,NORMAL
51.9,86.7,3231,8.813,FAULT
21.4,85.1,609,7.898,NORMAL
42.4,52.5,3412,0.732,NORMAL
77.0,70.9,1889,1.825,NORMAL
37.9,65.9,2872,1.481,NORMAL
73.9,54.0,1958,1.237,NORMAL
61.2,60.4,2126,4.162,WARNING
33.5,88.1,2565,8.263,WARNING
30.9,84.6,968,3.401,NORMAL
62.6,48.6,869,8.829,WARNING
61.0,81.4,941,7.667,WARNING
20.6,57.3,1829,9.061,NORMAL
48.9,55.4,3713,8.58,FAULT
66.5,55.5,2093,6.32,WARNING
49.0,41.8,2748,1.389,NORMAL
65.0,90.3,805,2.366,WARNING
52.6,94.4,3627,0.865,WARNING
45.5,83.1,4046,2.477,WARNING
40.2,89.1,945,0.834,NORMAL
42.7,52.0,649,8.231,NORMAL
74.6,67.0,3928,2.243,WARNING
51.5,70.4,680,1.37,NORMAL
24.4,82.3,1095,1.661,NORMAL
43.5,94.2,3743,5.57,WARNING
59.3,84.9,1233,2.96,NORMAL
43.3,40.0,2632,8.361,WARNING
59.6,76.5,1130,8.611,WARNING
65.2,43.7,525,6.341,WARNING
28.0,96.7,2958,4.619,WARNING
67.6,84.8,3689,5.717,FAULT
44.3,65.2,814,8.772,NORMAL
46.1,85.9,2649,2.885,WARNING
22.1,90.3,3679,4.802,WARNING
57.0,43.3,3503,4.804,NORMAL
52.4,95.8,1207,2.895,NORMAL
74.2,78.5,2692,6.14,WARNING
53.4,84.4,1183,8.971,WARNING
61.5,41.5,3080,2.871,WARNING
78.6,97.7,2853,1.739,WARNING
69.0,91.1,3411,1.393,FAULT
51.6,54.9,4063,9.236,FAULT
46.3,61.6,2672,2.56,NORMAL
77.1,53.9,1003,7.117,WARNING
76.5,80.6,2986,4.793,WARNING
55.5,95.6,1412,1.351,NORMAL
20.2,53.1,1372,2.968,NORMAL
54.0,55.9,1241,5.715,NORMAL
43.1,94.2,3019,2.507,WARNING
78.0,52.1,2020,1.487,NORMAL
31.9,47.1,3718,4.246,NORMAL
49.3,53.7,1381,1.708,NORMAL
53.2,99.0,2226,8.12,FAULT
70.3,67.3,501,7.472,WARNING
45.1,50.7,1845,6.716,WARNING
48.3,51.1,2140,3.316,NORMAL
64.4,59.2,876,6.014,WARNING
33.4,56.9,1155,4.195,NORMAL
48.1,64.8,3536,4.491,WARNING
44.5,49.5,2634,7.558,WARNING
73.4,93.2,725,6.666,WARNING
31.7,91.9,3135,1.182,NORMAL
50.7,42.8,1675,8.298,WARNING
32.8,79.0,1261,8.213,NORMAL
61.2,82.1,2074,1.975,WARNING
24.1,65.4,1441,7.239,NORMAL
41.7,66.2,1852,3.674,NORMAL
41.8,62.3,3630,1.01,NORMAL
32.9,47.9,502,7.533,NORMAL
63.1,72.3,3769,6.585,FAULT
63.1,50.0,3424,9.486,FAULT
64.3,47.1,4036,8.197,FAULT
57.0,91.9,2923,2.182,WARNING
36.5,60.5,1014,7.467,NORMAL
44.0,78.0,2703,7.143,WARNING
34.3,45.5,3262,7.906,WARNING
23.8,97.4,1611,6.622,NORMAL
48.4,93.1,2811,3.46,WARNING
42.1,51.6,3483,6.364,WARNING
38.0,77.6,1224,6.127,NORMAL
61.0,57.9,3573,4.935,WARNING
78.6,43.7,2593,1.821,WARNING
76.6,82.4,1060,7.401,WARNING
78.9,82.3,3517,7.264,FAULT
47.5,77.9,2178,0.532,NORMAL
38.3,53.8,3193,3.648,NORMAL
66.2,75.3,4052,5.003,WARNING
71.6,64.7,2985,1.38,WARNING
58.6,50.6,2335,8.708,WARNING
32.9,97.1,3224,5.518,WARNING
29.2,80.7,1130,9.114,NORMAL
41.2,69.1,2145,9.614,WARNING
74.1,75.3,3480,8.221,FAULT
66.7,77.3,3999,7.868,FAULT
51.4,69.6,2739,2.283,NORMAL
25.9,93.6,2581,2.885,NORMAL
74.4,45.1,2256,4.143,WARNING
38.8,71.6,3837,1.71,NORMAL
57.0,61.7,2375,2.839,NORMAL
62.4,51.3,3770,1.908,WARNING
74.0,73.2,2607,9.368,FAULT
24.2,51.7,1270,3.142,NORMAL
58.3,69.9,2671,7.634,WARNING
61.6,50.2,1536,7.538,WARNING
69.4,88.2,4080,7.447,FAULT
23.7,90.0,3650,2.721,NORMAL
61.8,86.7,1252,0.584,NORMAL
69.2,51.9,849,3.926,NORMAL
59.8,50.7,4070,8.672,FAULT
33.9,40.5,962,9.547,NORMAL
73.0,83.7,3981,9.682,FAULT
48.7,80.9,1299,0.536,NORMAL
57.4,63.1,4033,3.43,WARNING
28.8,58.1,3653,7.718,WARNING
30.5,76.0,2974,7.088,NORMAL
56.3,66.2,3812,7.44,WARNING
63.4,71.1,3889,0.632,WARNING
71.3,68.8,3759,3.623,WARNING
38.7,40.8,3219,5.075,WARNING
67.1,47.9,1703,3.706,NORMAL
48.0,80.9,2650,2.893,WARNING
68.2,69.3,629,1.888,NORMAL
32.3,48.7,3419,6.408,WARNING
46.4,44.2,940,9.073,WARNING
59.8,45.5,811,9.755,WARNING
60.2,53.1,1659,2.346,NORMAL
67.4,83.0,1738,9.889,WARNING
46.6,44.3,2978,3.872,NORMAL
66.8,61.1,2664,7.216,WARNING
71.4,91.8,3872,8.565,FAULT
30.9,75.2,3120,6.805,NORMAL
73.6,80.6,1048,4.862,WARNING
62.7,48.9,2656,9.835,FAULT
25.7,76.1,2332,1.515,NORMAL
23.9,69.4,2977,3.085,NORMAL
65.5,80.2,2810,7.905,FAULT
25.7,51.1,2197,3.017,NORMAL
25.5,76.2,925,1.467,NORMAL
70.1,61.9,2100,3.827,NORMAL
63.0,50.5,3917,5.656,WARNING
48.3,97.1,1242,3.531,NORMAL
50.7,55.9,3273,4.824,WARNING
76.8,73.5,1007,4.042,NORMAL
41.0,74.7,1403,8.21,NORMAL
43.5,57.1,3723,4.442,WARNING
29.7,67.7,3534,9.246,WARNING
76.6,45.1,1306,6.232,WARNING
48.7,48.0,1487,7.689,NORMAL
71.0,53.7,516,7.309,WARNING
68.4,73.2,1936,4.691,WARNING
29.8,62.8,752,3.267,NORMAL
68.9,68.9,2316,3.926,NORMAL
79.3,84.0,581,4.364,WARNING
73.1,68.6,3223,2.265,WARNING
60.1,59.3,1255,5.327,NORMAL
39.6,79.0,3502,6.477,WARNING
33.2,51.1,2910,4.996,NORMAL
40.6,62.7,1353,8.067,NORMAL
42.2,42.9,2884,0.6,NORMAL
45.1,41.1,2391,8.698,WARNING
29.6,56.1,689,5.822,NORMAL
74.7,42.2,2642,5.101,WARNING
59.2,97.8,3014,7.068,FAULT
40.3,58.6,3632,6.867,WARNING
67.6,73.6,3724,4.737,WARNING
28.4,80.1,524,4.588,NORMAL
74.6,67.5,2964,6.511,WARNING
63.3,41.5,1426,8.485,WARNING
62.5,55.1,2913,0.73,WARNING
23.2,70.9,3597,2.875,NORMAL
42.5,94.9,3011,2.349,WARNING
72.5,51.9,3401,2.445,WARNING
46.3,57.1,810,5.676,NORMAL
61.1,79.7,1630,9.309,WARNING
36.2,95.5,1960,3.027,NORMAL
49.8,83.1,1078,3.54,NORMAL
78.9,73.0,2412,4.837,NORMAL
22.7,94.6,3118,9.43,WARNING
75.0,93.7,717,7.619,WARNING
25.6,42.3,1060,3.77,NORMAL
56.1,40.5,1174,4.568,NORMAL
72.7,53.2,3669,7.785,FAULT
39.4,69.8,4037,9.787,WARNING
25.4,76.8,3666,7.024,WARNING
24.2,82.5,3961,3.21,NORMAL
43.9,75.5,943,5.42,NORMAL
49.7,62.1,2693,7.164,WARNING
34.2,52.4,1771,7.347,NORMAL
29.5,94.2,3705,1.185,WARNING
37.5,58.3,2972,6.827,WARNING
76.5,59.5,4039,8.117,FAULT
36.7,85.1,642,9.301,WARNING
55.0,96.2,2852,6.075,FAULT
50.1,40.1,3859,8.559,FAULT
53.6,57.0,3135,5.421,WARNING
54.1,96.1,2251,3.549,WARNING
68.8,42.1,1048,3.465,NORMAL
76.2,56.9,1884,9.31,WARNING
71.2,70.9,3089,9.567,FAULT
39.3,87.5,1008,7.482,NORMAL
75.2,46.9,2315,8.729,WARNING
48.1,57.0,1681,9.507,WARNING
60.0,46.1,2243,2.565,NORMAL
77.4,79.0,2168,0.841,WARNING
40.5,52.5,1986,9.413,WARNING
73.8,62.1,1337,5.4,NORMAL
71.8,47.7,3457,4.131,WARNING
42.8,41.1,3281,0.668,NORMAL
51.9,63.1,3658,1.069,WARNING
79.9,67.9,1871,6.88,WARNING
78.2,88.1,1968,1.803,WARNING
41.4,41.7,2077,5.917,NORMAL
48.9,83.1,1963,8.88,WARNING
55.5,97.2,2371,9.213,FAULT
37.7,65.0,1349,6.038,NORMAL
39.1,89.6,2138,2.963,NORMAL
49.9,66.7,2857,5.583,WARNING
31.5,41.7,721,1.777,NORMAL
49.5,89.3,1328,9.593,WARNING
42.2,99.4,998,9.071,WARNING
41.3,78.4,2360,4.439,NORMAL
67.5,56.4,1689,4.066,NORMAL
62.2,69.3,3976,2.579,WARNING
22.3,57.1,2245,6.487,NORMAL
56.6,43.2,873,9.733,WARNING
78.4,51.8,531,8.462,WARNING
51.4,92.5,3201,8.412,FAULT
36.1,78.1,3624,1.255,NORMAL
20.8,54.3,2039,2.606,NORMAL
53.7,84.6,1210,9.508,WARNING
36.8,99.2,3902,3.501,WARNING
42.6,77.9,679,7.285,NORMAL
74.6,70.7,937,5.901,NORMAL
68.9,86.0,1682,2.13,NORMAL
25.8,51.6,2987,9.563,WARNING
28.7,61.3,1650,2.833,NORMAL
53.4,61.2,2567,6.733,WARNING
47.8,92.4,1225,2.305,NORMAL
47.6,98.3,2888,3.832,WARNING
72.4,41.6,1133,6.802,WARNING
76.9,67.6,2865,7.556,WARNING
79.0,42.7,2417,5.57,WARNING
29.2,89.3,1794,4.49,NORMAL
24.6,80.8,3194,6.972,WARNING
34.8,87.2,3466,7.105,WARNING
60.9,93.8,2082,1.623,WARNING
69.3,74.4,3120,2.267,WARNING
77.0,78.2,739,1.552,NORMAL
30.5,73.5,2717,6.13,NORMAL
32.1,80.6,2183,6.883,NORMAL
56.3,93.9,1471,2.713,NORMAL
49.7,64.6,883,4.189,NORMAL
67.7,79.3,3851,8.55,FAULT
36.0,56.3,2538,0.855,NORMAL
72.6,52.6,880,7.833,WARNING
66.1,70.8,1133,4.066,NORMAL
40.6,45.1,500,4.611,NORMAL
23.4,42.3,2469,5.723,NORMAL
51.1,95.1,3367,1.402,WARNING
43.1,45.8,686,4.937,NORMAL
56.3,83.6,3662,9.977,FAULT
63.1,69.8,3713,1.166,WARNING
71.6,57.2,2856,8.784,FAULT
21.1,60.6,2119,2.671,NORMAL
75.0,53.0,2840,2.434,WARNING
26.2,71.6,604,2.247,NORMAL
41.6,43.6,574,9.515,NORMAL
78.9,65.7,4004,5.865,WARNING
55.3,82.0,742,1.248,NORMAL
70.7,87.7,1113,1.832,NORMAL
53.6,64.5,3578,3.591,WARNING
43.7,59.9,2870,0.998,NORMAL
56.3,87.6,3722,4.176,WARNING
70.7,89.4,1344,6.581,WARNING
38.3,92.2,2288,1.301,NORMAL
77.5,80.0,1871,3.61,NORMAL
47.5,54.4,3531,8.395,FAULT
58.8,78.7,1406,3.63,NORMAL
23.1,78.8,3032,2.373,NORMAL
65.1,55.2,2239,8.467,WARNING
76.3,86.9,2200,0.936,WARNING
24.4,83.0,3771,2.892,NORMAL
32.9,73.4,3652,8.337,WARNING
74.5,99.4,2054,3.183,WARNING
45.1,59.1,3502,2.084,WARNING
67.4,59.3,1002,2.13,NORMAL
56.3,69.3,3486,0.703,WARNING
64.4,70.2,2843,2.944,WARNING
22.0,71.8,1573,6.434,NORMAL
46.2,42.7,533,4.375,NORMAL
51.0,88.2,965,8.477,WARNING
63.2,86.3,1388,4.953,WARNING
51.6,50.2,1937,7.733,WARNING
65.9,96.5,1215,7.32,WARNING
30.0,90.1,2686,8.355,WARNING
25.9,58.5,2125,3.81,NORMAL
47.2,59.5,1436,7.638,NORMAL
40.5,64.2,2287,2.936,NORMAL
71.9,62.8,1306,1.784,NORMAL
71.4,44.3,2504,9.098,FAULT
38.6,85.8,2686,6.61,WARNING
55.1,82.2,1731,4.121,NORMAL
42.9,68.1,1466,2.577,NORMAL
31.8,73.8,2204,6.274,NORMAL
67.4,66.8,3116,8.706,FAULT
32.5,51.8,654,3.897,NORMAL
67.6,83.7,1768,6.351,WARNING
39.6,48.3,1084,2.754,NORMAL
71.4,42.7,1891,2.009,NORMAL
48.6,89.6,4066,7.253,FAULT
25.0,69.5,2704,2.524,NORMAL
49.2,40.2,2092,6.961,WARNING
53.3,79.9,1448,9.638,WARNING
55.9,43.4,1530,4.229,NORMAL
20.1,53.7,2843,4.444,NORMAL
69.2,99.4,1786,9.665,FAULT
43.5,84.1,3549,6.397,WARNING
21.2,70.9,1795,4.971,NORMAL
53.8,88.1,995,7.328,WARNING
54.1,76.8,1443,6.156,NORMAL
79.8,45.5,2091,8.808,WARNING
50.2,50.6,2170,5.734,NORMAL
74.0,61.0,2350,3.628,NORMAL
22.7,86.1,3247,4.478,WARNING
25.3,69.9,3694,7.284,WARNING
64.9,92.4,2757,6.116,FAULT
64.1,88.1,611,3.534,NORMAL
42.8,60.0,1219,1.115,NORMAL
20.1,51.2,2752,9.327,WARNING
65.2,64.8,1270,5.4,NORMAL
35.9,58.4,992,9.557,NORMAL
74.5,63.4,2541,6.676,WARNING
64.1,67.7,2020,4.657,WARNING
60.5,74.2,2046,4.328,WARNING
49.8,96.8,3222,8.026,FAULT
73.0,48.4,2137,6.834,WARNING
39.4,80.0,507,6.77,NORMAL
44.9,71.2,1910,4.741,NORMAL
60.8,92.0,1681,4.309,WARNING
46.4,80.2,2741,6.1,WARNING
38.6,76.5,930,5.748,NORMAL
52.8,80.6,2100,4.137,WARNING
61.3,75.8,2149,9.427,WARNING
66.5,58.3,3874,9.615,FAULT
51.3,47.1,3145,7.817,WARNING
36.0,77.2,4089,8.485,WARNING
30.5,51.1,1959,3.431,NORMAL
25.5,91.7,3435,3.754,WARNING
29.4,63.9,2173,7.522,NORMAL
32.1,70.8,2557,1.365,NORMAL
76.9,81.7,1338,8.884,WARNING
51.5,55.5,3700,7.192,WARNING
62.6,46.4,1500,1.352,NORMAL
51.4,65.5,936,8.681,WARNING
58.8,65.3,2935,4.506,WARNING
72.4,88.6,833,0.682,NORMAL
79.0,80.0,1329,9.009,WARNING
64.1,75.5,930,5.457,NORMAL
67.2,46.4,4003,1.268,WARNING
28.3,76.0,1309,5.534,NORMAL
46.5,81.1,1728,6.559,WARNING
66.2,83.6,3244,1.699,WARNING
77.9,98.2,3001,7.898,FAULT
40.6,53.9,2284,8.371,WARNING
44.3,78.4,3031,8.831,WARNING
59.8,92.9,1018,1.2,NORMAL
78.8,55.6,1071,5.909,NORMAL
45.1,71.9,1837,8.629,WARNING
25.2,94.9,1682,9.067,WARNING
32.3,59.5,2601,5.409,NORMAL
79.6,41.6,3830,9.756,FAULT
64.2,42.3,677,4.039,NORMAL
21.0,88.7,1234,6.98,NORMAL
72.3,61.8,518,8.267,WARNING
54.6,75.6,1432,2.371,NORMAL
74.1,84.6,1437,1.203,NORMAL
59.2,40.9,2150,3.202,NORMAL
44.5,59.6,2429,9.923,WARNING
50.8,61.5,2796,6.663,WARNING
58.8,55.5,1390,5.09,NORMAL
51.5,85.4,3948,8.353,FAULT
42.0,40.1,4029,3.315,NORMAL
35.0,81.1,1941,6.391,NORMAL
62.1,70.6,632,4.885,NORMAL
66.7,61.6,671,4.96,NORMAL
22.8,81.0,2925,4.028,NORMAL
28.1,71.3,2659,3.377,NORMAL
68.1,81.7,3593,0.894,WARNING
54.0,62.4,2303,2.927,NORMAL
51.6,95.5,2001,8.672,FAULT
46.6,92.8,892,5.36,WARNING
31.4,71.7,887,9.36,NORMAL
71.7,72.6,677,0.599,NORMAL
41.6,58.2,2664,1.456,NORMAL
79.6,44.2,3750,2.552,WARNING
67.6,83.9,3851,5.875,FAULT
76.6,58.7,746,2.88,NORMAL
25.9,42.0,2298,9.145,NORMAL
38.8,95.8,1739,5.629,NORMAL
38.3,66.1,1755,6.011,NORMAL
69.8,93.8,1486,8.638,FAULT
73.4,96.2,958,7.334,WARNING
31.6,79.3,3862,1.164,NORMAL
34.2,51.5,3721,6.899,WARNING
48.4,59.9,2758,2.008,NORMAL
23.2,82.2,2319,6.714,NORMAL
26.7,69.3,644,4.858,NORMAL
56.2,56.0,1091,1.671,NORMAL
44.5,40.8,573,3.251,NORMAL
63.5,50.9,1182,1.677,NORMAL
22.8,48.2,1055,7.087,NORMAL
78.2,56.4,2433,5.685,WARNING
23.6,65.3,3795,1.093,NORMAL
36.8,68.7,1609,2.875,NORMAL
75.4,57.1,3346,8.266,FAULT
45.9,55.1,2752,8.393,WARNING
34.2,44.6,1166,1.41,NORMAL
63.5,46.6,3010,9.375,FAULT
75.2,98.6,3116,2.163,WARNING
43.0,52.4,1676,2.36,NORMAL
56.6,67.3,933,1.72,NORMAL
68.8,69.8,1671,9.097,WARNING
72.1,90.1,2005,3.439,WARNING
57.1,71.9,1413,1.405,NORMAL
70.5,79.6,1858,2.415,NORMAL
25.7,45.8,938,3.282,NORMAL
65.9,75.2,2663,3.79,WARNING
76.6,66.6,4068,2.207,WARNING
70.8,82.0,3219,6.794,FAULT
63.6,66.2,3835,9.843,FAULT
77.4,99.2,2631,3.258,WARNING
22.5,70.6,3273,0.563,NORMAL
54.2,61.4,1752,6.133,NORMAL
33.0,80.3,2770,0.774,NORMAL
35.1,53.4,1645,3.271,NORMAL
47.4,78.7,3772,7.335,WARNING
24.0,49.1,593,7.008,NORMAL
26.9,57.6,2042,4.142,NORMAL
76.7,72.6,2226,6.597,WARNING
29.3,97.7,3592,2.464,WARNING
40.1,78.7,2109,7.763,NORMAL
72.0,79.0,2826,8.306,FAULT
63.7,48.0,1891,3.888,NORMAL
34.5,81.9,3758,2.029,NORMAL
23.1,52.9,3983,2.23,NORMAL
20.8,93.7,761,6.751,NORMAL
21.4,55.3,2258,9.137,NORMAL
36.0,74.0,2712,9.027,WARNING
23.4,80.1,1888,5.643,NORMAL
75.2,40.5,1813,9.666,WARNING
27.8,54.6,792,1.094,NORMAL
66.6,95.5,3152,0.897,WARNING
39.4,77.0,3373,3.138,NORMAL
67.8,57.9,2531,5.638,WARNING
29.8,72.3,3920,4.01,NORMAL
64.7,54.6,2742,1.661,WARNING
73.6,92.9,3267,2.177,FAULT
75.0,88.7,4010,5.213,FAULT
36.5,65.5,3090,6.988,WARNING
69.0,78.8,1180,1.731,NORMAL
79.4,59.4,3795,6.997,FAULT
60.9,80.8,2643,9.423,FAULT
39.0,78.6,2402,7.364,NORMAL
45.9,55.9,1964,9.066,WARNING
73.8,63.9,1452,4.828,NORMAL
46.8,79.2,3239,0.871,WARNING
56.4,59.8,3105,4.684,WARNING
43.1,72.0,3073,5.93,NORMAL
39.2,41.0,3685,9.781,FAULT
23.7,58.7,2116,3.823,NORMAL
47.0,97.0,3976,7.096,FAULT
58.4,42.4,2455,3.321,NORMAL
58.5,42.2,3121,1.904,NORMAL
68.2,95.4,2072,3.675,WARNING
43.3,57.8,1937,1.403,NORMAL
60.3,95.9,2543,2.682,WARNING
53.5,72.3,3440,2.295,WARNING
27.8,99.1,2795,5.096,WARNING
47.4,74.0,1666,9.925,NORMAL
32.1,69.2,3793,6.69,WARNING
58.5,65.1,1103,3.624,NORMAL
53.8,89.8,3471,7.331,FAULT
39.3,90.2,750,7.259,WARNING
69.8,85.4,4039,0.8,WARNING
60.5,47.2,4036,6.001,FAULT
28.8,82.2,2175,5.957,NORMAL
77.2,95.2,2284,0.663,WARNING
45.7,51.3,2640,3.815,NORMAL
22.0,78.5,3978,3.923,NORMAL
43.1,47.9,3050,0.573,NORMAL
57.9,82.4,1347,8.146,WARNING
37.9,94.1,3955,9.58,FAULT
22.3,59.2,3474,3.653,NORMAL
20.7,78.5,2445,5.478,NORMAL
46.7,99.1,2825,2.329,WARNING
75.1,83.1,3279,6.769,FAULT
72.6,85.3,3632,9.217,FAULT
54.1,91.7,2373,8.426,FAULT
79.2,42.8,696,8.31,WARNING
27.1,47.0,2941,9.344,WARNING
22.1,97.9,726,3.322,NORMAL
27.3,84.6,3307,6.717,WARNING
50.5,97.5,1124,2.052,NORMAL
26.8,54.6,3677,6.739,WARNING
49.1,80.6,994,7.346,WARNING
66.6,55.8,1159,4.416,NORMAL
32.0,76.2,1412,6.571,NORMAL
39.9,99.8,2185,4.447,WARNING
37.6,58.5,3394,9.905,WARNING
38.6,94.4,1788,5.916,NORMAL
41.5,77.4,775,3.642,NORMAL
41.2,64.7,896,7.226,NORMAL
65.5,92.0,3145,9.653,FAULT
38.3,62.5,2778,4.378,NORMAL
45.8,96.3,3584,9.412,FAULT
43.2,83.6,1547,5.344,NORMAL
42.0,74.6,3790,9.495,WARNING
63.0,94.7,1541,5.834,WARNING
38.3,86.9,945,9.456,WARNING
47.8,75.6,565,7.135,NORMAL
23.6,64.4,3963,6.912,WARNING
67.8,69.9,2680,6.144,WARNING
26.5,51.5,3175,5.608,NORMAL
50.1,45.7,2610,7.674,WARNING
24.5,57.1,827,1.677,NORMAL
38.4,50.7,3075,3.009,NORMAL
65.7,90.5,873,6.156,NORMAL
54.9,83.6,1371,5.05,NORMAL
76.4,61.0,3442,3.898,WARNING
36.7,99.0,2233,8.111,WARNING
69.3,87.8,3328,2.153,NORMAL
26.6,68.2,2879,6.833,NORMAL
46.3,91.8,3048,7.042,FAULT
49.7,60.2,514,3.893,NORMAL
55.1,95.2,3496,1.76,WARNING
71.1,50.4,3230,8.737,FAULT
50.0,79.3,1048,3.484,NORMAL
71.9,73.8,1012,6.047,WARNING
35.4,94.4,1195,1.31,NORMAL
78.0,93.7,597,7.189,WARNING
70.2,69.3,1969,1.646,NORMAL
31.2,79.0,2753,8.818,WARNING
61.0,70.6,3066,2.524,WARNING
75.3,55.0,3440,1.465,WARNING
79.6,64.0,1168,1.144,NORMAL
62.2,55.5,3187,9.451,NORMAL
22.0,82.2,3556,9.441,WARNING
27.9,47.6,1556,8.624,NORMAL
52.2,89.1,3153,3.701,WARNING
27.2,93.6,1325,2.142,NORMAL
57.7,41.5,3549,5.539,WARNING
77.5,88.4,2338,9.213,FAULT
74.0,48.8,1338,1.275,NORMAL
73.9,52.2,2261,1.679,NORMAL
23.3,75.5,1447,3.561,NORMAL
55.5,48.9,3671,8.904,FAULT
30.7,91.1,1937,2.192,NORMAL
70.7,86.7,3725,8.364,FAULT
78.1,85.4,2713,7.588,FAULT
72.6,46.1,1689,5.547,NORMAL
28.7,73.7,3530,5.131,NORMAL
39.9,40.4,2050,3.11,NORMAL
56.8,59.3,2140,7.223,WARNING
50.9,72.8,2542,2.772,NORMAL
